//Infinity SDlogger
//Ver0.33
[Head]
SondeName=ASTD152-ALC-R02
SondeNo=0264
SensorType=D0D1T1C1C2K0U3O0TOB0
Channel=10
DelayTime=0
PreHeat=5000
MeasMode=0
BurstTime=1
BurstCnt=1
Interval=100
SampleCnt=180       
StartTime=2021/09/02 09:59:24
EndTime=2021/09/02 09:59:41
DepAdjRho=1.0250
ECA=0
ECB=1
ECDeg=25
ECCoef=0.022
CHLA=0
CHLB=1
CoefDate=2018/09/14
Ch1=-5.961372e-01,+1.973071e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.407705e+00,+1.068870e-03,-1.252488e-08,+2.881406e-13,-3.487612e-18,+2.526831e-23,+0.000000e+00,+0.000000e+00,
Ch4=+2.693202e-02,+3.729464e+01,+6.225620e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.052272e+00,+7.654957e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-9.188115e+00,+1.410404e-02,+8.214787e-08,-3.744463e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.257055e+01,+2.166971e+06,-5.303950e+03,+1.189900e-02,+4.000000e-03,+1.082000e-04,-1.197542779128,1.0235408368619,
Ch9=-5.589018e+00,+1.068669e-03,-1.261244e-08,+2.910993e-13,-3.523354e-18,+2.534095e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
BuzzerEN=0
BuzzerInterval=1
COMMENT= 
SensorType2=06070303000202020302
BuzzerNumber=1
DepM=0
CondDepB=0
FilmNo=175120BA
[Item]
日付情報,時刻情報,深度 [m],水温 [℃],塩分 [ ],電導度 [mS/cm],EC25 [μS/cm],Density [kg/m^3],σT [ ],Chl-Flu. [ppb],Chl-a [μg/l],濁度中ﾚﾝｼﾞ [FTU],DO [%],DO [mg/l],電池電圧 [V],
2021/09/02,09:59:32,-0.5176,30.208,34.330,57.583,51663.693,1021.151,21.153,0.18,0.18,1.65,74.67,4.641,7.52,
2021/09/02,09:59:32,-0.5176,30.210,34.328,57.582,51660.876,1021.149,21.151,0.18,0.18,1.55,74.67,4.641,7.54,
2021/09/02,09:59:32,-0.5176,30.209,34.331,57.587,51665.645,1021.151,21.154,0.18,0.18,1.45,74.72,4.644,7.54,
2021/09/02,09:59:33,-0.5176,30.209,34.332,57.587,51665.974,1021.151,21.154,0.18,0.18,1.41,74.71,4.644,7.53,
2021/09/02,09:59:33,-0.5176,30.211,34.332,57.589,51665.704,1021.151,21.153,0.18,0.18,1.41,74.70,4.643,7.54,
2021/09/02,09:59:33,-0.5176,30.213,34.330,57.589,51663.060,1021.149,21.151,0.19,0.19,1.42,74.68,4.641,7.53,
2021/09/02,09:59:33,-0.5176,30.217,34.328,57.589,51660.029,1021.146,21.148,0.18,0.18,1.42,74.66,4.640,7.54,
2021/09/02,09:59:33,-0.5176,30.222,34.328,57.595,51659.826,1021.144,21.146,0.19,0.19,1.55,74.62,4.637,7.54,
2021/09/02,09:59:33,-0.5176,30.230,34.324,57.598,51654.088,1021.139,21.141,0.18,0.18,1.42,74.56,4.634,7.53,
2021/09/02,09:59:33,-0.4979,30.234,34.322,57.598,51650.759,1021.136,21.138,0.17,0.17,1.44,74.58,4.635,7.52,
2021/09/02,09:59:33,-0.5176,30.234,34.321,57.597,51649.926,1021.135,21.137,0.18,0.18,1.38,74.64,4.638,7.54,
2021/09/02,09:59:33,-0.5176,30.232,34.325,57.601,51654.993,1021.139,21.141,0.18,0.18,1.35,74.68,4.641,7.55,
2021/09/02,09:59:33,-0.5176,30.230,34.326,57.601,51657.235,1021.140,21.143,0.18,0.18,1.35,74.67,4.640,7.54,
2021/09/02,09:59:34,-0.5176,30.229,34.328,57.602,51659.920,1021.142,21.145,0.19,0.19,1.38,74.68,4.641,7.55,
2021/09/02,09:59:34,-0.5176,30.227,34.331,57.605,51664.005,1021.145,21.147,0.20,0.20,1.36,74.64,4.638,7.53,
2021/09/02,09:59:34,-0.5176,30.229,34.330,57.605,51661.857,1021.143,21.145,0.21,0.21,1.35,74.62,4.637,7.54,
2021/09/02,09:59:34,-0.5176,30.234,34.329,57.609,51660.416,1021.141,21.143,0.20,0.20,1.36,74.61,4.637,7.52,
2021/09/02,09:59:34,-0.5176,30.232,34.331,57.611,51663.965,1021.143,21.146,0.20,0.20,1.35,74.58,4.635,7.53,
2021/09/02,09:59:34,-0.5176,30.226,34.337,57.613,51671.961,1021.150,21.152,0.18,0.18,1.34,74.55,4.633,7.54,
2021/09/02,09:59:34,-0.5176,30.221,34.343,57.616,51680.180,1021.156,21.158,0.18,0.18,1.36,74.57,4.635,7.54,
2021/09/02,09:59:34,-0.5176,30.211,34.350,57.616,51690.417,1021.165,21.167,0.17,0.17,1.39,74.60,4.637,7.54,
2021/09/02,09:59:34,-0.5176,30.202,34.357,57.617,51699.766,1021.172,21.175,0.18,0.18,1.38,74.55,4.633,7.52,
2021/09/02,09:59:34,-0.5176,30.201,34.360,57.620,51704.171,1021.175,21.178,0.21,0.21,1.41,74.62,4.637,7.55,
2021/09/02,09:59:35,-0.5176,30.204,34.359,57.622,51703.131,1021.174,21.176,0.21,0.21,1.38,74.61,4.637,7.55,
2021/09/02,09:59:35,-0.5372,30.206,34.358,57.623,51701.553,1021.172,21.175,0.19,0.19,1.35,74.55,4.633,7.54,
2021/09/02,09:59:35,-0.5176,30.209,34.357,57.626,51700.508,1021.171,21.173,0.18,0.18,1.34,74.58,4.635,7.54,
2021/09/02,09:59:35,-0.5176,30.209,34.357,57.625,51699.681,1021.170,21.173,0.18,0.18,1.32,74.59,4.636,7.54,
